order_id,customer_id,restaurant_id,order_timestamp,order_amount,discount_amount,delivery_fee,payment_mode,order_status,revenue,year,month
O014889,C01132,R0131,2024-03-07,440.76,44.08,44,Card,Delivered,440.68,2024,March
O014890,C01904,R0111,2025-10-18,1090.25,0,39,Cash,Delivered,1129.25,2025,October
O014891,C04868,R0102,2025-08-29,1526.09,152.61,46,UPI,Delivered,1419.48,2025,August
O014892,C04722,R0138,2025-11-28,1034.42,103.44,26,Wallet,Refunded,956.98,2025,November
O014893,C00006,R0064,2026-03-18,1491,0,26,Cash,Cancelled,1517,2026,March
O014894,C03616,R0052,2024-06-16,390.65,39.06,32,UPI,Delivered,383.59,2024,June
O014895,C04209,R0119,2025-11-12,938.02,0,59,Card,Delivered,997.02,2025,November
O014896,C04805,R0020,2026-02-07,344.27,0,29,Cash,Cancelled,373.27,2026,February
O014897,C02464,R0122,2025-12-20,361.33,0,49,Wallet,Delivered,410.33,2025,December
O014898,C00854,R0078,2026-02-02,767.01,0,28,UPI,Delivered,795.01,2026,February
O014899,C01977,R0129,2024-02-10,844.94,0,44,UPI,Delivered,888.94,2024,February
O014900,C04824,R0058,2026-04-21,1325.5,132.55,31,UPI,Cancelled,1223.95,2026,April
O014901,C02510,R0111,2024-09-28,441.78,0,56,Wallet,Delivered,497.78,2024,September
O014902,C02603,R0010,2025-01-06,1308.51,130.85,23,Cash,Refunded,1200.66,2025,January
O014903,C00652,R0182,2024-02-25,1543.34,0,26,UPI,Refunded,1569.34,2024,February
O014904,C01904,R0008,2025-08-01,421.5,42.15,34,Wallet,Delivered,413.35,2025,August
O014905,C04067,R0018,2024-11-23,435.95,0,50,UPI,Delivered,485.95,2024,November
O014906,C00217,R0122,2025-04-26,395.03,0,23,UPI,Cancelled,418.03,2025,April
O014907,C03545,R0048,2025-04-20,490.02,0,58,Cash,Cancelled,548.02,2025,April
O014908,C00344,R0014,2024-05-17,1383.82,0,28,Cash,Delivered,1411.82,2024,May
O014909,C01396,R0142,2024-07-17,807,0,23,Wallet,Delivered,830,2024,July
O014910,C01197,R0014,2026-02-07,953.12,0,58,UPI,Delivered,1011.12,2026,February
O014911,C04460,R0046,2026-01-26,1546.72,154.67,43,Card,Delivered,1435.05,2026,January
O014912,C02588,R0155,2024-10-09,269.1,0,43,UPI,Refunded,312.1,2024,October
O014913,C02658,R0079,2025-05-27,942.13,94.21,35,Card,Refunded,882.92,2025,May
O014914,C01734,R0048,2024-01-27,417.02,41.7,48,Cash,Delivered,423.32,2024,January
O014915,C00753,R0073,2025-08-21,894.29,89.43,21,UPI,Cancelled,825.86,2025,August
O014916,C00624,R0022,2024-07-10,700.59,0,44,Wallet,Delivered,744.59,2024,July
O014917,C00579,R0170,2024-10-12,1466.65,0,42,UPI,Cancelled,1508.65,2024,October
O014918,C02733,R0060,2024-06-03,1194.87,119.49,57,UPI,Cancelled,1132.38,2024,June
O014919,C04715,R0180,2025-05-23,1447.08,0,38,Wallet,Delivered,1485.08,2025,May
O014920,C04169,R0026,2024-11-20,1069.69,0,39,UPI,Cancelled,1108.69,2024,November
O014921,C00105,R0019,2026-01-13,1360.77,0,54,UPI,Delivered,1414.77,2026,January
O014922,C01920,R0093,2026-02-26,1067.56,0,47,UPI,Refunded,1114.56,2026,February
O014923,C03455,R0137,2024-01-03,537.19,53.72,32,UPI,Cancelled,515.47,2024,January
O014924,C01664,R0082,2025-10-02,832.1,83.21,41,UPI,Refunded,789.89,2025,October
O014925,C02122,R0038,2025-08-22,997.72,0,31,Card,Cancelled,1028.72,2025,August
O014926,C02747,R0083,2025-07-17,1440.21,144.02,45,UPI,Refunded,1341.19,2025,July
O014927,C00241,R0083,2025-07-15,1482.42,148.24,46,Cash,Delivered,1380.18,2025,July
O014928,C00273,R0192,2024-10-02,1244.9,124.49,27,Wallet,Refunded,1147.41,2024,October
O014929,C04657,R0022,2025-07-23,558.11,55.81,32,UPI,Cancelled,534.3,2025,July
O014930,C00981,R0068,2025-10-23,1522.32,152.23,60,UPI,Delivered,1430.09,2025,October
O014931,C04982,R0145,2024-02-10,1493.73,0,41,UPI,Delivered,1534.73,2024,February
O014932,C00251,R0086,2025-10-06,878.85,87.89,34,Cash,Delivered,824.96,2025,October
O014933,C00471,R0114,2025-06-18,507.44,0,22,Card,Cancelled,529.44,2025,June
O014934,C04546,R0057,2024-09-28,1415.47,0,31,Cash,Delivered,1446.47,2024,September
O014935,C03750,R0042,2025-06-27,716.82,0,36,Cash,Delivered,752.82,2025,June
O014936,C03280,R0024,2024-01-24,1407.98,0,30,UPI,Cancelled,1437.98,2024,January
O014937,C00794,R0093,2025-01-04,997.66,99.77,33,UPI,Refunded,930.89,2025,January
O014938,C03773,R0066,2025-01-03,1136.75,113.68,46,Wallet,Delivered,1069.07,2025,January
O014939,C03146,R0077,2025-07-02,382.39,38.24,40,Wallet,Delivered,384.15,2025,July
O014940,C01346,R0133,2024-08-26,1119.11,0,35,Wallet,Refunded,1154.11,2024,August
O014941,C02811,R0182,2024-06-21,379.25,37.93,39,UPI,Cancelled,380.32,2024,June
O014942,C02831,R0078,2024-09-04,280.77,0,48,Wallet,Cancelled,328.77,2024,September
O014943,C04103,R0188,2024-02-23,1562.25,0,52,Card,Delivered,1614.25,2024,February
O014944,C03480,R0017,2024-06-22,1250.1,0,29,Wallet,Cancelled,1279.1,2024,June
O014945,C00957,R0121,2025-01-05,1166.83,0,44,UPI,Cancelled,1210.83,2025,January
O014946,C01403,R0052,2025-03-08,797.51,0,56,Card,Delivered,853.51,2025,March
O014947,C00723,R0179,2024-12-29,420.48,42.05,37,Wallet,Refunded,415.43,2024,December
O014948,C04536,R0052,2024-04-24,443.53,0,21,UPI,Refunded,464.53,2024,April
O014949,C00762,R0017,2024-05-28,895.78,0,51,UPI,Delivered,946.78,2024,May
O014950,C02968,R0065,2024-09-14,1491.13,0,40,Wallet,Delivered,1531.13,2024,September
O014951,C00357,R0137,2024-01-15,1074.34,107.43,60,Card,Delivered,1026.91,2024,January
O014952,C03404,R0055,2026-02-27,648.68,64.87,31,Cash,Delivered,614.81,2026,February
O014953,C04083,R0119,2024-10-12,1369.36,0,52,UPI,Delivered,1421.36,2024,October
O014954,C01140,R0146,2025-01-28,1195.18,0,36,UPI,Delivered,1231.18,2025,January
O014955,C00251,R0114,2024-08-23,559.89,55.99,24,UPI,Delivered,527.9,2024,August
O014956,C01086,R0014,2024-01-16,1481.71,148.17,30,Cash,Delivered,1363.54,2024,January
O014957,C03921,R0013,2026-01-16,242.79,0,47,Card,Delivered,289.79,2026,January
O014958,C03320,R0191,2025-06-17,1139.82,113.98,44,Cash,Delivered,1069.84,2025,June
O014959,C03703,R0135,2025-07-25,1174.15,117.42,20,UPI,Delivered,1076.73,2025,July
O014960,C01061,R0005,2026-03-31,1483.58,0,43,UPI,Cancelled,1526.58,2026,March
O014961,C02871,R0028,2024-08-22,1303.61,0,28,Card,Delivered,1331.61,2024,August
O014962,C03924,R0100,2025-03-30,654.61,0,45,UPI,Delivered,699.61,2025,March
O014963,C00683,R0124,2026-04-21,1531.95,153.2,35,Wallet,Delivered,1413.75,2026,April
O014964,C00049,R0144,2025-03-30,1051.26,105.13,51,UPI,Refunded,997.13,2025,March
O014965,C00864,R0119,2026-04-19,742.45,74.25,24,UPI,Refunded,692.2,2026,April
O014966,C00582,R0155,2025-07-16,408.88,40.89,28,UPI,Delivered,395.99,2025,July
O014967,C03676,R0179,2024-08-24,364.23,0,60,Cash,Refunded,424.23,2024,August
O014968,C03523,R0122,2025-12-31,1555.68,0,28,Wallet,Delivered,1583.68,2025,December
O014969,C04213,R0122,2025-06-30,717.55,0,36,UPI,Delivered,753.55,2025,June
O014970,C00915,R0136,2025-11-05,1415.73,0,25,Cash,Delivered,1440.73,2025,November
O014971,C03711,R0137,2024-06-29,646,0,48,UPI,Cancelled,694,2024,June
O014972,C04122,R0178,2026-01-18,405.32,0,32,UPI,Refunded,437.32,2026,January
O014973,C04168,R0095,2025-02-10,813.18,81.32,48,Wallet,Delivered,779.86,2025,February
O014974,C00319,R0065,2025-11-19,1450.96,0,60,Cash,Delivered,1510.96,2025,November
O014975,C00425,R0094,2024-05-08,1005.7,0,46,Cash,Delivered,1051.7,2024,May
O014976,C04159,R0012,2024-11-12,991.36,0,57,Cash,Cancelled,1048.36,2024,November
O014977,C03888,R0024,2024-08-22,601.86,0,41,Cash,Delivered,642.86,2024,August
O014978,C01313,R0191,2024-09-06,927.5,0,21,UPI,Cancelled,948.5,2024,September
O014979,C04083,R0024,2025-08-11,414.51,0,40,UPI,Delivered,454.51,2025,August
O014980,C03871,R0176,2024-08-01,738.5,0,27,Wallet,Delivered,765.5,2024,August
O014981,C02985,R0054,2025-07-25,543.41,0,24,Cash,Delivered,567.41,2025,July
O014982,C02938,R0097,2025-07-07,1005.22,100.52,49,Cash,Refunded,953.7,2025,July
O014983,C01383,R0040,2024-11-17,448.16,0,56,Card,Refunded,504.16,2024,November
O014984,C01158,R0192,2025-04-22,1179.23,0,30,UPI,Delivered,1209.23,2025,April
O014985,C00621,R0083,2026-01-15,628.1,0,24,UPI,Cancelled,652.1,2026,January
O014986,C04674,R0118,2024-03-21,663.07,0,46,Wallet,Delivered,709.07,2024,March
O014987,C01925,R0113,2024-02-10,608.84,0,54,UPI,Refunded,662.84,2024,February
O014988,C02449,R0129,2025-06-17,305.62,0,39,Cash,Refunded,344.62,2025,June
O014989,C00098,R0034,2024-07-15,1129.43,0,42,Card,Delivered,1171.43,2024,July
O014990,C03150,R0048,2024-06-01,369.2,36.92,60,UPI,Delivered,392.28,2024,June
O014991,C03320,R0152,2024-02-06,716.46,0,37,Wallet,Delivered,753.46,2024,February
O014992,C02875,R0092,2025-07-31,1239.75,0,54,UPI,Cancelled,1293.75,2025,July
O014993,C02448,R0127,2025-08-04,364.37,36.44,56,UPI,Delivered,383.93,2025,August
O014994,C03462,R0199,2025-08-29,826.68,0,50,Wallet,Delivered,876.68,2025,August
O014995,C00821,R0107,2026-02-19,1109.77,0,24,UPI,Delivered,1133.77,2026,February
O014996,C03134,R0082,2024-08-02,1015.65,101.56,25,Cash,Delivered,939.09,2024,August
O014997,C02838,R0167,2024-10-19,817.18,0,54,UPI,Delivered,871.18,2024,October
O014998,C03122,R0125,2024-02-02,459.67,45.97,23,UPI,Delivered,436.7,2024,February
O014999,C01643,R0040,2025-03-14,615.69,61.57,24,Wallet,Delivered,578.12,2025,March
O015000,C02093,R0078,2024-01-01,913.57,0,46,UPI,Delivered,959.57,2024,January
O015001,C02292,R0140,2025-12-12,535.52,0,27,Card,Delivered,562.52,2025,December
O015002,C03373,R0065,2026-03-17,538.96,53.9,47,Wallet,Refunded,532.06,2026,March
O015003,C02982,R0129,2025-11-27,240.56,0,58,Wallet,Cancelled,298.56,2025,November
O015004,C01938,R0052,2024-06-30,867.6,86.76,60,UPI,Delivered,840.84,2024,June
O015005,C04532,R0139,2025-05-31,1553.62,155.36,35,Cash,Cancelled,1433.26,2025,May
O015006,C03275,R0108,2025-04-30,1475.52,0,50,UPI,Delivered,1525.52,2025,April
O015007,C01361,R0033,2025-07-22,533.57,0,56,Card,Delivered,589.57,2025,July
O015008,C04278,R0102,2024-11-01,569.44,56.94,53,UPI,Delivered,565.5,2024,November
O015009,C00206,R0013,2024-11-13,1037.18,0,34,UPI,Delivered,1071.18,2024,November
O015010,C00816,R0194,2024-07-30,570.97,57.1,27,UPI,Cancelled,540.87,2024,July
O015011,C04359,R0069,2024-07-05,1253.69,0,52,UPI,Delivered,1305.69,2024,July
O015012,C00707,R0185,2024-06-25,303.44,0,60,Card,Cancelled,363.44,2024,June
O015013,C04567,R0146,2025-12-15,388.25,0,21,UPI,Delivered,409.25,2025,December
O015014,C00223,R0035,2026-02-24,798.34,0,28,UPI,Delivered,826.34,2026,February
O015015,C02518,R0092,2026-03-02,1375.84,0,21,UPI,Refunded,1396.84,2026,March
O015016,C02499,R0061,2024-05-18,1183.32,0,55,UPI,Delivered,1238.32,2024,May
O015017,C04438,R0192,2026-02-12,514.13,51.41,23,Cash,Delivered,485.72,2026,February
O015018,C02044,R0124,2024-05-26,1061.74,0,20,Card,Delivered,1081.74,2024,May
O015019,C00663,R0090,2024-07-27,382.85,0,50,UPI,Delivered,432.85,2024,July
O015020,C04138,R0003,2024-06-21,1200.34,120.03,23,UPI,Delivered,1103.31,2024,June
O015021,C03674,R0063,2025-10-28,1396.15,0,56,UPI,Delivered,1452.15,2025,October
O015022,C02335,R0185,2025-02-06,847.11,0,57,UPI,Delivered,904.11,2025,February
O015023,C00738,R0004,2026-02-16,1222.21,122.22,37,Wallet,Cancelled,1136.99,2026,February
O015024,C03908,R0094,2025-08-28,1271.02,0,42,Cash,Delivered,1313.02,2025,August
O015025,C00440,R0166,2024-05-04,1230.23,0,60,Card,Refunded,1290.23,2024,May
O015026,C04585,R0157,2025-02-15,1172.74,0,52,UPI,Delivered,1224.74,2025,February
O015027,C00259,R0168,2024-09-20,368.64,0,30,UPI,Delivered,398.64,2024,September
O015028,C03375,R0015,2024-01-23,628.87,0,39,Cash,Delivered,667.87,2024,January
O015029,C04008,R0177,2025-07-19,1286.55,0,55,Card,Cancelled,1341.55,2025,July
O015030,C00642,R0059,2025-03-20,350.85,35.09,34,Wallet,Cancelled,349.76,2025,March
O015031,C02509,R0174,2024-09-25,1276.57,0,39,UPI,Delivered,1315.57,2024,September
O015032,C03810,R0027,2026-01-10,1013.09,101.31,53,UPI,Cancelled,964.78,2026,January
O015033,C03696,R0002,2024-03-09,308.49,0,45,UPI,Cancelled,353.49,2024,March
O015034,C01206,R0129,2024-03-09,782.81,0,34,UPI,Refunded,816.81,2024,March
O015035,C02976,R0155,2024-11-25,867.14,0,25,Card,Delivered,892.14,2024,November
O015036,C04950,R0177,2026-04-04,502.88,0,42,Card,Refunded,544.88,2026,April
O015037,C03658,R0187,2025-12-25,460.67,0,46,UPI,Delivered,506.67,2025,December
O015038,C04053,R0196,2024-08-18,323.79,0,56,UPI,Cancelled,379.79,2024,August
O015039,C02751,R0095,2024-01-12,957.92,0,25,UPI,Delivered,982.92,2024,January
O015040,C02860,R0141,2024-10-08,624.47,62.45,51,Card,Delivered,613.02,2024,October
O015041,C04981,R0084,2024-08-26,1036.75,0,54,Card,Refunded,1090.75,2024,August
O015042,C04991,R0058,2025-07-24,1141.34,0,44,UPI,Delivered,1185.34,2025,July
O015043,C01763,R0076,2025-07-11,1438.98,0,42,UPI,Delivered,1480.98,2025,July
O015044,C03845,R0082,2024-07-19,1067.59,0,45,UPI,Delivered,1112.59,2024,July
O015045,C03895,R0082,2025-12-05,431.33,43.13,27,UPI,Delivered,415.2,2025,December
O015046,C02053,R0033,2024-01-27,516.6,51.66,55,Wallet,Refunded,519.94,2024,January
O015047,C02348,R0030,2025-06-24,1162.69,116.27,51,UPI,Delivered,1097.42,2025,June
O015048,C02066,R0026,2025-08-18,595.63,0,27,UPI,Refunded,622.63,2025,August
O015049,C02217,R0071,2024-06-02,1516.99,0,39,UPI,Delivered,1555.99,2024,June
O015050,C00143,R0158,2026-01-31,1201.3,0,54,Card,Cancelled,1255.3,2026,January
O015051,C04521,R0010,2025-04-17,341.92,0,32,Card,Refunded,373.92,2025,April
O015052,C04127,R0052,2024-10-29,1057.49,0,44,Wallet,Cancelled,1101.49,2024,October
O015053,C01968,R0114,2026-04-27,274.21,27.42,22,Card,Delivered,268.79,2026,April
O015054,C00652,R0194,2026-04-01,872.2,0,31,UPI,Cancelled,903.2,2026,April
O015055,C01169,R0188,2025-12-20,311.16,31.12,54,Card,Refunded,334.04,2025,December
O015056,C01172,R0185,2025-03-23,419.35,0,31,UPI,Refunded,450.35,2025,March
O015057,C02163,R0033,2025-06-06,1081.4,0,47,Cash,Refunded,1128.4,2025,June
O015058,C04409,R0007,2025-12-31,1446.6,144.66,44,Card,Delivered,1345.94,2025,December
O015059,C04582,R0013,2026-02-03,777.89,0,29,Wallet,Delivered,806.89,2026,February
O015060,C03107,R0083,2026-03-13,1418.27,141.83,21,UPI,Delivered,1297.44,2026,March
O015061,C04844,R0012,2025-02-20,600.98,0,23,Cash,Delivered,623.98,2025,February
O015062,C02027,R0121,2025-07-05,363.3,0,23,UPI,Delivered,386.3,2025,July
O015063,C00008,R0147,2026-02-26,1098.71,0,50,UPI,Refunded,1148.71,2026,February
O015064,C01429,R0112,2025-01-22,301.54,0,21,Cash,Refunded,322.54,2025,January
O015065,C04397,R0175,2025-02-25,1070.49,0,32,UPI,Delivered,1102.49,2025,February
O015066,C03325,R0127,2024-05-04,618.36,0,56,UPI,Delivered,674.36,2024,May
O015067,C01816,R0140,2024-04-30,630.65,63.06,33,UPI,Cancelled,600.59,2024,April
O015068,C00353,R0041,2025-12-15,969.59,0,53,UPI,Delivered,1022.59,2025,December
O015069,C01532,R0012,2025-04-06,1247.74,124.77,30,Card,Delivered,1152.97,2025,April
O015070,C04480,R0063,2024-09-05,336.7,0,24,UPI,Refunded,360.7,2024,September
O015071,C03082,R0179,2024-05-09,1046.24,0,35,Cash,Refunded,1081.24,2024,May
O015072,C02278,R0057,2025-04-28,728.91,0,33,Cash,Delivered,761.91,2025,April
O015073,C03815,R0028,2024-12-30,1273.93,127.39,25,Wallet,Delivered,1171.54,2024,December
O015074,C01645,R0140,2025-10-19,448.39,44.84,32,Wallet,Cancelled,435.55,2025,October
O015075,C04447,R0115,2024-04-01,1174.11,0,20,Card,Delivered,1194.11,2024,April
O015076,C01170,R0096,2024-04-05,583.74,0,46,Card,Refunded,629.74,2024,April
O015077,C00750,R0044,2024-06-08,1154.35,0,30,UPI,Delivered,1184.35,2024,June
O015078,C02986,R0132,2024-01-30,1085.03,108.5,42,Card,Refunded,1018.53,2024,January
O015079,C01531,R0062,2025-04-20,566.99,0,53,Card,Delivered,619.99,2025,April
O015080,C04961,R0010,2025-03-25,1426.66,142.67,53,Cash,Delivered,1336.99,2025,March
O015081,C01484,R0025,2026-03-14,831.34,83.13,48,UPI,Cancelled,796.21,2026,March
O015082,C00782,R0034,2024-02-15,981.81,0,50,Wallet,Delivered,1031.81,2024,February
O015083,C03085,R0052,2024-07-02,1415.83,0,51,UPI,Delivered,1466.83,2024,July
O015084,C03779,R0106,2024-12-31,1542.19,0,45,Cash,Delivered,1587.19,2024,December
O015085,C01166,R0072,2024-10-12,1184.04,0,38,UPI,Cancelled,1222.04,2024,October
O015086,C03985,R0059,2024-07-13,1107.89,110.79,59,UPI,Cancelled,1056.1,2024,July
O015087,C01377,R0101,2025-06-04,480.11,0,33,Card,Refunded,513.11,2025,June
O015088,C01980,R0026,2025-01-31,758.02,75.8,57,UPI,Refunded,739.22,2025,January
O015089,C00529,R0019,2025-10-29,1488.51,148.85,33,Cash,Refunded,1372.66,2025,October
O015090,C03534,R0040,2026-02-07,807.01,80.7,38,Wallet,Delivered,764.31,2026,February
O015091,C04466,R0155,2024-12-15,579.37,0,25,Wallet,Refunded,604.37,2024,December
O015092,C00211,R0084,2024-06-01,478.05,0,47,Cash,Refunded,525.05,2024,June
O015093,C04730,R0149,2025-02-27,1217.81,121.78,50,UPI,Delivered,1146.03,2025,February
O015094,C04894,R0026,2025-02-22,748.34,0,45,UPI,Delivered,793.34,2025,February
O015095,C04215,R0063,2026-04-29,723.93,0,35,Card,Cancelled,758.93,2026,April
O015096,C00462,R0189,2025-03-24,687.45,0,50,Cash,Delivered,737.45,2025,March
O015097,C01306,R0106,2025-07-10,776.47,77.65,43,UPI,Delivered,741.82,2025,July
O015098,C02480,R0175,2026-03-02,1418.3,0,29,Card,Cancelled,1447.3,2026,March
O015099,C04250,R0066,2025-03-26,749.48,74.95,58,UPI,Cancelled,732.53,2025,March
O015100,C01492,R0111,2024-08-20,457.95,0,32,Wallet,Refunded,489.95,2024,August
O015101,C03316,R0096,2026-03-08,258.06,0,52,UPI,Cancelled,310.06,2026,March
O015102,C02537,R0172,2024-07-05,1063.25,106.33,26,Wallet,Delivered,982.92,2024,July
O015103,C02572,R0144,2025-07-28,1515.2,0,55,UPI,Cancelled,1570.2,2025,July
O015104,C01963,R0011,2024-03-20,778.37,77.84,58,UPI,Delivered,758.53,2024,March
O015105,C04705,R0088,2025-09-17,681.12,68.11,57,Card,Delivered,670.01,2025,September
O015106,C04258,R0146,2024-08-04,1018.65,0,48,UPI,Delivered,1066.65,2024,August
O015107,C04577,R0171,2025-09-17,336.73,0,52,Card,Delivered,388.73,2025,September
O015108,C01697,R0054,2025-08-09,614.86,0,34,UPI,Delivered,648.86,2025,August
O015109,C02528,R0055,2025-01-25,1016.36,101.64,47,UPI,Cancelled,961.72,2025,January
O015110,C02799,R0177,2024-12-21,548.78,0,41,UPI,Refunded,589.78,2024,December
O015111,C04905,R0115,2025-03-09,577.91,0,55,UPI,Delivered,632.91,2025,March
O015112,C01893,R0042,2025-10-17,496.25,49.62,36,UPI,Delivered,482.63,2025,October
O015113,C00408,R0151,2024-03-21,903.98,0,42,UPI,Delivered,945.98,2024,March
O015114,C04631,R0110,2025-07-24,814.89,81.49,40,UPI,Refunded,773.4,2025,July
O015115,C00717,R0076,2025-05-27,858.25,85.83,45,UPI,Cancelled,817.42,2025,May
O015116,C01020,R0115,2024-04-24,1394.16,139.42,52,Card,Delivered,1306.74,2024,April
O015117,C04294,R0115,2025-01-27,425.03,42.5,31,UPI,Refunded,413.53,2025,January
O015118,C02920,R0108,2024-12-31,521.78,52.18,40,UPI,Delivered,509.6,2024,December
O015119,C04991,R0168,2025-11-24,1290.99,0,46,UPI,Refunded,1336.99,2025,November
O015120,C00202,R0046,2024-08-24,1069.12,0,59,UPI,Refunded,1128.12,2024,August
O015121,C02963,R0129,2024-12-06,1393.3,0,51,Wallet,Delivered,1444.3,2024,December
O015122,C03241,R0091,2025-10-03,438.75,43.88,20,UPI,Refunded,414.87,2025,October
O015123,C00855,R0170,2024-04-08,966.18,0,22,UPI,Cancelled,988.18,2024,April
O015124,C02254,R0116,2025-12-13,1255.84,125.58,53,Wallet,Refunded,1183.26,2025,December
O015125,C01694,R0170,2024-03-14,245.2,0,22,Cash,Delivered,267.2,2024,March
O015126,C03254,R0169,2024-01-12,599.38,59.94,48,Card,Refunded,587.44,2024,January
O015127,C04068,R0034,2025-12-27,1494.15,0,38,Cash,Cancelled,1532.15,2025,December
O015128,C03716,R0103,2025-01-28,290.79,0,26,Cash,Delivered,316.79,2025,January
O015129,C01663,R0114,2025-08-24,291.05,0,30,UPI,Delivered,321.05,2025,August
O015130,C04615,R0055,2025-05-21,1431.03,143.1,48,UPI,Refunded,1335.93,2025,May
O015131,C01677,R0002,2025-08-07,662.22,0,54,UPI,Delivered,716.22,2025,August
O015132,C04554,R0072,2025-12-21,1506.63,150.66,29,UPI,Delivered,1384.97,2025,December
O015133,C03042,R0146,2025-06-23,901.14,90.11,54,UPI,Delivered,865.03,2025,June
O015134,C04330,R0154,2024-02-07,1482.89,0,58,Card,Delivered,1540.89,2024,February
O015135,C03646,R0161,2025-06-03,1046.87,104.69,58,UPI,Delivered,1000.18,2025,June
O015136,C03420,R0134,2026-03-17,1275.27,0,50,Wallet,Delivered,1325.27,2026,March
O015137,C01421,R0130,2024-08-24,300.84,30.08,36,Wallet,Delivered,306.76,2024,August
O015138,C02619,R0117,2026-03-21,1312.7,131.27,50,UPI,Delivered,1231.43,2026,March
O015139,C00278,R0162,2025-04-13,583.22,0,52,UPI,Refunded,635.22,2025,April
O015140,C02827,R0013,2024-01-26,1435.86,0,46,Card,Delivered,1481.86,2024,January
O015141,C01599,R0111,2025-06-05,753.47,0,24,Card,Cancelled,777.47,2025,June
O015142,C03280,R0158,2026-04-21,1119.35,111.94,44,UPI,Delivered,1051.41,2026,April
O015143,C03694,R0106,2024-07-25,564.71,0,28,Cash,Cancelled,592.71,2024,July
O015144,C04862,R0077,2026-01-21,727.86,72.79,22,UPI,Delivered,677.07,2026,January
O015145,C01754,R0028,2024-09-29,1380.43,138.04,34,Card,Delivered,1276.39,2024,September
O015146,C02262,R0008,2025-10-25,1433.97,0,55,Cash,Delivered,1488.97,2025,October
O015147,C03291,R0146,2025-02-19,487.03,48.7,31,Card,Delivered,469.33,2025,February
O015148,C04370,R0087,2025-12-04,1077.46,107.75,51,UPI,Cancelled,1020.71,2025,December
O015149,C03080,R0033,2024-08-06,947.03,94.7,51,UPI,Cancelled,903.33,2024,August
O015150,C04057,R0019,2026-03-23,1376.4,0,56,Card,Delivered,1432.4,2026,March
O015151,C04767,R0064,2024-06-20,936.26,93.63,33,Wallet,Delivered,875.63,2024,June
O015152,C01064,R0171,2024-08-03,1403.13,0,36,UPI,Delivered,1439.13,2024,August
O015153,C04698,R0192,2025-11-18,1008.6,100.86,27,Cash,Delivered,934.74,2025,November
O015154,C03888,R0108,2026-04-05,724.59,0,53,UPI,Refunded,777.59,2026,April
O015155,C00290,R0040,2026-01-25,1444.32,0,60,UPI,Delivered,1504.32,2026,January
O015156,C04336,R0041,2025-03-26,904.88,90.49,23,UPI,Cancelled,837.39,2025,March
O015157,C00107,R0182,2025-04-30,1212.05,0,27,Card,Delivered,1239.05,2025,April
O015158,C02904,R0107,2026-02-24,1209.22,120.92,51,Wallet,Delivered,1139.3,2026,February
O015159,C03589,R0009,2025-12-09,696.3,0,21,Card,Delivered,717.3,2025,December
O015160,C01547,R0042,2024-06-20,551.33,0,60,UPI,Delivered,611.33,2024,June
O015161,C01720,R0078,2025-12-22,967.2,0,33,Wallet,Delivered,1000.2,2025,December
O015162,C04551,R0060,2025-11-11,675.95,0,29,Card,Delivered,704.95,2025,November
O015163,C01375,R0071,2025-03-25,495.04,0,25,UPI,Delivered,520.04,2025,March
O015164,C04742,R0130,2025-09-23,845.51,84.55,45,Wallet,Delivered,805.96,2025,September
O015165,C04702,R0035,2025-11-09,747.37,0,47,Wallet,Refunded,794.37,2025,November
O015166,C00565,R0047,2024-12-27,644.03,0,50,Wallet,Refunded,694.03,2024,December
O015167,C04645,R0189,2024-09-09,706.46,0,34,UPI,Delivered,740.46,2024,September
O015168,C00815,R0143,2024-11-06,1117.64,111.76,44,UPI,Delivered,1049.88,2024,November
O015169,C02103,R0181,2025-01-08,1382.16,0,24,Cash,Delivered,1406.16,2025,January
O015170,C00871,R0070,2025-06-14,1480.71,148.07,23,Wallet,Refunded,1355.64,2025,June
O015171,C04209,R0044,2025-06-24,934.26,93.43,39,UPI,Delivered,879.83,2025,June
O015172,C02779,R0002,2025-04-08,401.18,40.12,35,UPI,Cancelled,396.06,2025,April
O015173,C00036,R0169,2025-09-21,1212.6,0,52,Wallet,Delivered,1264.6,2025,September
O015174,C04678,R0119,2024-03-15,999.55,99.95,33,UPI,Cancelled,932.6,2024,March
O015175,C01768,R0178,2025-12-19,669.8,0,39,UPI,Delivered,708.8,2025,December
O015176,C03421,R0080,2024-06-21,301.74,0,55,UPI,Cancelled,356.74,2024,June
O015177,C04975,R0051,2024-09-05,1488.64,0,53,Wallet,Cancelled,1541.64,2024,September
O015178,C03156,R0024,2024-12-25,942.48,0,34,Wallet,Delivered,976.48,2024,December
O015179,C02123,R0132,2025-05-15,994.48,99.45,44,UPI,Delivered,939.03,2025,May
O015180,C00905,R0046,2024-08-23,1080.24,0,21,Wallet,Refunded,1101.24,2024,August
O015181,C02739,R0164,2026-01-25,1254.54,125.45,59,UPI,Delivered,1188.09,2026,January
O015182,C04949,R0134,2025-09-03,1322.13,132.21,44,UPI,Delivered,1233.92,2025,September
O015183,C01894,R0036,2025-04-17,691.39,0,53,Card,Refunded,744.39,2025,April
O015184,C00662,R0170,2024-10-14,306.41,30.64,59,Card,Refunded,334.77,2024,October
O015185,C03675,R0055,2024-05-20,890.74,89.07,22,UPI,Delivered,823.67,2024,May
O015186,C02135,R0062,2025-09-17,1313.88,0,56,UPI,Delivered,1369.88,2025,September
